time(s)	nformants	F1(Hz)	B1(Hz)	F2(Hz)	B2(Hz)	F3(Hz)	B3(Hz)	F4(Hz)	B4(Hz)	F5(Hz)	B5(Hz)
7.880986	4	1018.002	393.235	2306.828	205.991	3073.275	971.090	4413.030	375.753	--undefined--	--undefined--
7.890986	4	1009.270	283.186	2388.731	216.677	3182.693	1172.337	4513.307	432.397	--undefined--	--undefined--
7.900986	4	1050.883	544.395	2286.242	333.567	2996.579	815.388	4639.599	379.282	--undefined--	--undefined--
7.910986	4	991.512	873.261	2130.455	189.863	2954.868	615.703	4579.452	407.612	--undefined--	--undefined--
7.920986	4	947.771	931.704	2106.111	134.745	2976.922	587.162	4418.861	436.331	--undefined--	--undefined--
7.930986	4	1004.937	760.151	2120.803	162.958	3000.025	569.244	4427.299	496.076	--undefined--	--undefined--
7.940986	4	1014.601	488.133	2140.073	141.900	3110.938	625.473	4350.066	543.054	--undefined--	--undefined--
7.950986	4	1009.518	470.301	2151.648	231.407	3191.575	717.781	4244.512	593.982	--undefined--	--undefined--
7.960986	4	1031.743	445.956	2178.903	468.599	3183.916	778.219	4211.473	555.633	--undefined--	--undefined--
7.970986	4	1043.690	378.395	2245.369	386.087	3244.354	763.460	4225.898	634.319	--undefined--	--undefined--
7.980986	4	1048.589	390.949	2199.450	309.670	3282.056	628.067	4338.886	696.373	--undefined--	--undefined--
7.990986	4	1021.715	480.299	2132.830	298.106	3253.556	577.860	4284.656	576.398	--undefined--	--undefined--
8.000986	4	978.459	685.380	2099.008	332.557	3333.350	640.190	4249.850	602.401	--undefined--	--undefined--
8.010986	4	877.512	1190.135	2042.577	326.396	3277.306	710.422	4233.152	584.054	--undefined--	--undefined--
8.020986	4	584.413	1528.425	2018.819	342.842	3153.975	721.440	4223.010	472.460	--undefined--	--undefined--
8.030986	4	479.036	702.131	2012.645	420.889	3083.059	768.888	4227.982	453.971	--undefined--	--undefined--
8.040986	4	520.342	425.035	1898.669	621.987	2722.038	965.705	3987.792	790.230	--undefined--	--undefined--
8.050986	4	536.484	364.007	1805.648	630.778	2654.102	686.087	3903.864	553.320	--undefined--	--undefined--
8.060986	3	725.461	742.944	2151.824	511.527	3337.444	660.462	--undefined--	--undefined--	--undefined--	--undefined--
8.070986	2	1918.211	550.032	3198.671	550.228	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.080986	2	1918.916	548.973	3198.425	550.238	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.090986	2	1919.624	550.629	3198.373	550.779	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.100986	2	1918.769	550.330	3198.114	550.557	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.110986	2	1918.166	549.773	3198.256	550.246	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.120986	2	1919.107	549.332	3198.846	550.420	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.130986	2	1918.892	549.178	3198.637	550.489	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.140986	2	1918.802	549.605	3198.616	550.385	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.150986	2	1917.904	550.760	3198.620	550.546	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.160986	2	1917.757	549.792	3198.365	550.537	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.170986	2	1919.063	549.048	3198.212	550.802	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.180986	2	1918.750	549.506	3198.086	550.540	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.190986	2	1918.266	549.759	3198.332	550.265	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.200986	2	1919.352	549.335	3198.937	550.471	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.210986	2	1919.312	549.137	3198.803	550.587	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.220986	2	1919.023	549.397	3198.652	550.415	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.230986	2	1919.200	549.878	3198.751	550.265	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.240986	2	1918.685	549.484	3198.676	550.268	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.250986	2	1918.934	548.646	3198.352	550.175	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.260986	2	1918.948	549.777	3198.211	550.294	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.270986	2	1917.722	548.967	3198.126	549.742	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.280986	2	1917.837	549.506	3198.266	550.149	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.290986	2	1918.547	549.410	3198.407	550.604	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.300986	2	1918.415	549.494	3198.267	550.608	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.310986	2	1918.789	550.105	3198.580	550.351	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.320986	2	1918.204	549.977	3198.605	550.300	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.330986	2	1918.766	548.457	3198.373	550.257	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.340986	2	1919.220	549.087	3198.307	550.713	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.350986	2	1918.625	549.689	3198.098	550.532	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.360986	2	1918.184	549.718	3198.246	550.256	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.370986	2	1918.984	549.351	3198.738	550.454	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.380986	2	1918.606	549.226	3198.429	550.573	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.390986	2	1918.698	549.401	3198.583	550.317	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.400986	2	1918.009	550.181	3198.756	550.297	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.410986	2	1917.843	549.582	3198.418	550.434	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.420986	2	1918.934	549.049	3198.143	550.784	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.430986	2	1918.450	549.493	3197.900	550.590	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.440986	2	1917.996	549.802	3198.145	550.223	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.450986	2	1918.834	549.523	3198.611	550.298	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.460986	2	1919.105	549.213	3198.668	550.499	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.470986	2	1919.001	549.369	3198.621	550.384	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.480986	2	1919.161	549.813	3198.709	550.241	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.490986	2	1918.688	549.456	3198.642	550.245	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.500986	2	1918.951	548.693	3198.348	550.170	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.510986	2	1919.300	550.019	3198.255	550.474	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.520986	2	1918.783	549.713	3198.251	550.299	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.530986	2	1918.292	549.767	3198.314	550.355	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.540986	2	1918.574	549.412	3198.397	550.574	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.550986	2	1918.430	549.486	3198.266	550.567	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.560986	2	1918.773	550.056	3198.559	550.326	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.570986	2	1918.226	549.927	3198.577	550.281	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.580986	2	1918.759	548.508	3198.361	550.243	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.590986	2	1919.184	549.099	3198.301	550.670	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.600986	2	1918.649	549.663	3198.132	550.489	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.610986	2	1918.290	549.709	3198.318	550.233	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.620986	2	1919.182	549.490	3198.757	550.526	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.630986	2	1919.083	549.584	3198.469	550.789	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.640986	2	1918.860	549.512	3198.569	550.382	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.650986	2	1918.039	550.117	3198.710	550.277	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.660986	2	1917.804	549.740	3198.437	550.417	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.670986	2	1918.685	549.590	3198.255	550.764	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.680986	2	1918.365	549.694	3197.961	550.561	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.690986	2	1917.892	549.855	3198.065	550.163	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.700986	2	1918.409	549.734	3198.331	550.168	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.710986	2	1918.906	549.312	3198.533	550.427	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.720986	2	1918.956	549.385	3198.583	550.364	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.730986	2	1919.126	549.793	3198.677	550.235	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.740986	2	1918.674	549.433	3198.608	550.228	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.750986	2	1918.765	548.802	3198.243	550.117	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.760986	2	1918.834	550.177	3197.998	550.325	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.770986	2	1918.754	549.684	3198.166	550.176	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.780986	2	1918.742	549.547	3198.403	550.178	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.790986	2	1918.849	549.312	3198.538	550.454	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.800986	2	1918.455	549.189	3198.307	550.503	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.810986	2	1918.649	549.348	3198.522	550.286	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.820986	2	1918.223	549.642	3198.549	550.262	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.830986	2	1918.756	548.543	3198.348	550.234	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.840986	2	1919.144	549.104	3198.290	550.627	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.850986	2	1918.642	549.630	3198.135	550.461	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.860986	2	1918.342	549.676	3198.338	550.223	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.870986	2	1919.220	549.322	3198.822	550.415	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.880986	2	1919.104	549.119	3198.591	550.529	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.890986	2	1918.875	549.317	3198.611	550.276	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.900986	2	1918.123	550.043	3198.714	550.254	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.910986	2	1917.887	549.705	3198.430	550.399	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.920986	2	1918.688	549.578	3198.248	550.726	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.930986	2	1918.381	549.675	3197.977	550.534	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.940986	2	1917.934	549.830	3198.071	550.170	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.950986	2	1918.410	549.721	3198.314	550.184	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.960986	2	1918.702	549.338	3198.393	550.476	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.970986	2	1918.464	549.452	3198.262	550.515	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.980986	2	1918.814	549.992	3198.569	550.314	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
8.990986	2	1918.429	549.906	3198.663	550.271	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
9.000986	2	1918.673	549.031	3198.268	550.153	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
9.010986	2	1918.807	550.148	3198.011	550.335	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
9.020986	2	1918.737	549.673	3198.169	550.196	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
9.030986	2	1918.732	549.544	3198.388	550.203	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
9.040986	2	1918.828	549.314	3198.507	550.460	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
9.050986	2	1918.533	549.286	3198.335	550.556	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
9.060986	2	1918.841	549.591	3198.612	550.452	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
9.070986	2	1499.583	555.193	2786.910	539.334	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
9.080986	3	1313.100	497.186	2446.409	933.504	3335.621	1056.502	--undefined--	--undefined--	--undefined--	--undefined--
9.090986	3	1473.911	391.504	2708.195	392.585	3919.034	434.996	--undefined--	--undefined--	--undefined--	--undefined--
9.100986	3	1429.300	449.922	2730.777	534.229	3973.260	643.565	--undefined--	--undefined--	--undefined--	--undefined--
9.110986	4	1366.167	483.513	2731.590	970.938	3127.126	1801.722	4216.811	715.307	--undefined--	--undefined--
9.120986	4	1323.627	596.618	2537.108	977.965	3313.068	1160.037	4272.847	825.949	--undefined--	--undefined--
9.130986	4	1063.810	693.549	2409.291	581.654	3350.339	843.983	4315.490	727.269	--undefined--	--undefined--
9.140986	4	897.529	452.340	2397.365	352.379	3233.156	453.484	4410.983	446.965	--undefined--	--undefined--
9.150986	4	875.805	453.570	2411.247	252.721	3187.901	275.070	4504.647	411.531	--undefined--	--undefined--
9.160986	4	890.952	504.017	2439.930	194.647	3139.869	185.035	4502.655	318.483	--undefined--	--undefined--
9.170986	4	948.477	570.985	2429.801	161.610	3124.707	178.033	4460.337	266.821	--undefined--	--undefined--
9.180986	4	1016.963	1218.986	2412.516	177.162	3094.525	201.345	4425.351	232.782	--undefined--	--undefined--
9.190986	3	2368.195	199.611	3052.618	254.890	4417.502	334.682	--undefined--	--undefined--	--undefined--	--undefined--
9.200986	4	199.306	344.103	2382.058	273.320	3071.321	259.555	4385.426	248.639	--undefined--	--undefined--
9.210986	4	346.078	165.352	2399.575	450.408	3067.622	324.777	4418.950	229.937	--undefined--	--undefined--
9.220986	4	400.466	114.421	2273.603	407.776	2977.230	279.795	4526.882	391.601	--undefined--	--undefined--
9.230986	4	441.405	83.963	2224.245	305.874	2950.623	271.032	4608.942	535.489	--undefined--	--undefined--
9.240986	4	476.563	64.902	2176.681	273.584	2986.082	345.425	4415.029	378.678	--undefined--	--undefined--
9.250986	4	482.729	47.713	2133.625	203.860	2934.524	415.034	4360.442	305.152	--undefined--	--undefined--
9.260986	4	474.779	44.587	2118.826	180.669	2848.436	442.345	4432.114	426.371	--undefined--	--undefined--
9.270986	4	466.806	59.337	2097.861	173.924	2815.349	322.723	4405.890	363.584	--undefined--	--undefined--
9.280986	4	459.989	69.289	2060.354	141.140	2824.535	242.202	4364.063	217.942	--undefined--	--undefined--
9.290986	4	453.881	68.632	2024.558	101.562	2832.646	231.541	4399.017	213.797	--undefined--	--undefined--
9.300986	4	447.832	60.699	2002.301	90.820	2835.434	271.889	4375.261	266.228	--undefined--	--undefined--
9.310986	4	443.632	50.212	1976.864	128.644	2844.271	304.528	4374.156	316.524	--undefined--	--undefined--
9.320986	4	429.903	52.601	1952.945	144.520	2864.566	320.725	4380.997	377.877	--undefined--	--undefined--
9.330986	4	412.060	56.210	1934.935	135.595	2895.619	285.843	4375.013	344.361	--undefined--	--undefined--
9.340986	4	400.151	62.284	1904.086	139.356	2919.482	233.457	4429.511	368.446	--undefined--	--undefined--
9.350986	4	386.733	70.017	1860.080	138.631	2934.074	238.057	4486.550	398.819	--undefined--	--undefined--
9.360986	5	361.030	95.481	1809.861	166.156	2915.038	271.634	4407.792	690.252	5269.187	700.058
9.370986	5	300.683	228.505	1828.191	266.846	2956.646	304.897	4357.246	525.026	5238.247	317.819
9.380986	4	1940.518	405.706	3026.417	420.071	4410.732	424.856	5278.413	338.232	--undefined--	--undefined--
9.390986	3	1909.219	472.615	3036.842	596.615	4558.250	598.973	--undefined--	--undefined--	--undefined--	--undefined--
9.400986	4	1884.581	322.560	2845.558	343.872	3766.462	839.263	4719.798	402.987	--undefined--	--undefined--
9.410986	4	1926.500	326.896	2855.389	277.691	3752.616	761.505	4760.258	389.625	--undefined--	--undefined--
9.420986	4	1949.413	309.799	2881.290	390.926	3887.175	905.715	4871.264	486.820	--undefined--	--undefined--
9.430986	4	1963.299	354.755	2880.683	473.957	4085.659	1195.402	4874.636	549.873	--undefined--	--undefined--
9.440986	4	1903.157	379.111	2911.657	537.928	3959.376	1481.942	4838.542	494.610	--undefined--	--undefined--
9.450986	4	1892.406	360.516	2939.305	748.383	3684.790	1385.424	4823.869	510.553	--undefined--	--undefined--
9.460986	4	2023.061	436.114	2993.230	863.678	3820.060	1890.951	4649.003	680.162	--undefined--	--undefined--
9.470986	4	2047.153	541.086	3063.127	852.535	4264.992	2892.091	4641.919	750.777	--undefined--	--undefined--
9.480986	4	1835.973	469.034	2828.656	619.823	3896.397	1141.953	4738.967	448.945	--undefined--	--undefined--
9.490986	4	1867.220	549.880	2777.284	560.406	3846.124	1172.564	4711.179	422.731	--undefined--	--undefined--
9.500986	4	1912.982	523.765	2869.813	507.301	4035.057	1978.473	4576.230	636.464	--undefined--	--undefined--
9.510986	4	1940.003	408.560	2940.894	520.923	4045.970	1778.981	4760.300	929.289	--undefined--	--undefined--
9.520986	4	1936.804	485.835	2913.576	628.567	3954.040	1922.828	4745.331	610.353	--undefined--	--undefined--
9.530986	4	1921.023	681.095	2835.732	821.948	4025.354	2203.290	4763.046	548.769	--undefined--	--undefined--
9.540986	4	1815.242	579.553	2905.663	528.790	4399.660	2473.675	4889.918	755.825	--undefined--	--undefined--
9.550986	4	1869.370	567.537	2968.910	284.840	4611.660	919.575	5094.178	414.401	--undefined--	--undefined--
9.560986	4	1831.655	407.308	2948.977	195.270	4434.593	533.404	5092.353	308.664	--undefined--	--undefined--
9.570986	4	1847.323	433.006	2939.923	202.328	4345.025	441.847	5173.416	333.602	--undefined--	--undefined--
9.580986	5	338.554	591.816	1836.047	395.229	2921.389	229.880	4272.301	363.454	5176.368	324.540
9.590986	5	397.104	187.260	1663.345	302.704	2862.248	264.952	4289.004	399.154	5171.228	427.539
9.600986	5	470.260	101.439	1525.507	246.255	2776.835	273.954	4283.565	535.603	5183.023	590.190
9.610986	5	520.772	89.733	1468.103	240.449	2755.357	207.805	4176.689	442.325	5068.784	646.991
9.620986	5	567.912	83.580	1434.567	200.235	2741.321	204.716	4067.636	377.932	4978.236	597.958
9.630986	5	610.863	82.991	1404.694	173.692	2744.753	254.786	3979.895	352.221	4966.765	689.475
9.640986	5	644.397	94.765	1376.559	185.977	2763.348	372.180	3874.936	296.527	4849.866	731.153
9.650986	5	672.908	99.797	1340.490	226.705	2694.752	558.158	3812.282	280.151	4644.371	562.668
9.660986	5	677.391	79.086	1268.475	178.469	2576.746	436.575	3793.316	294.132	4582.778	470.897
9.670986	5	672.270	61.108	1212.861	112.035	2548.791	298.618	3754.385	370.805	4541.117	472.618
9.680986	5	668.726	57.655	1187.138	81.286	2566.437	213.075	3675.248	266.724	4574.679	456.197
9.690986	5	667.129	63.087	1170.930	82.587	2591.553	185.137	3672.280	194.745	4554.411	572.710
9.700986	5	669.379	82.692	1141.865	123.237	2632.789	207.991	3685.515	206.316	4455.379	436.285
9.710986	5	663.669	85.798	1096.029	126.696	2650.905	213.844	3691.984	226.158	4443.807	445.401
9.720986	5	654.266	79.762	1062.128	104.935	2663.548	181.960	3770.576	341.642	4577.689	786.411
9.730986	5	645.214	84.919	1040.904	91.669	2676.850	140.774	3758.305	368.131	4652.362	991.781
9.740986	5	633.632	85.565	1022.318	78.234	2686.124	139.017	3729.040	324.108	4583.079	1048.897
9.750986	5	626.935	88.927	1013.155	72.826	2701.078	134.472	3849.193	364.795	4831.964	1629.390
9.760986	5	622.711	91.105	1007.935	70.058	2722.767	148.768	3919.674	370.616	4813.762	1912.043
9.770986	5	616.968	88.461	999.689	66.970	2739.143	188.156	3966.985	450.597	4384.744	1342.079
9.780986	5	614.752	92.480	993.155	70.640	2775.297	194.171	4016.556	363.285	4506.782	1879.350
9.790986	4	615.121	95.558	991.479	75.600	2784.224	172.309	3952.211	318.604	--undefined--	--undefined--
9.800986	4	611.725	91.296	993.198	76.391	2770.379	169.185	3933.397	323.442	--undefined--	--undefined--
9.810986	4	603.161	83.287	990.957	69.512	2763.373	205.818	4012.355	308.243	--undefined--	--undefined--
9.820986	4	599.298	89.092	990.736	69.905	2775.556	264.108	4061.450	261.600	--undefined--	--undefined--
9.830986	4	596.220	94.641	989.561	73.910	2798.748	229.745	4108.607	271.609	--undefined--	--undefined--
9.840986	4	591.883	93.995	986.382	77.203	2812.872	212.431	4150.513	295.503	--undefined--	--undefined--
9.850986	4	590.195	98.570	985.297	81.713	2833.340	223.431	4170.024	303.486	--undefined--	--undefined--
9.860986	4	586.549	99.345	983.120	77.713	2828.779	238.960	4161.840	304.716	--undefined--	--undefined--
9.870986	4	577.722	94.592	978.731	73.750	2834.825	272.177	4092.121	350.698	--undefined--	--undefined--
9.880986	5	570.184	85.739	982.618	64.214	2859.811	267.833	4126.954	465.143	4894.165	1204.492
9.890986	5	568.139	82.105	990.733	57.555	2853.723	254.582	4144.296	491.654	4987.712	1117.123
9.900986	5	567.365	81.533	1001.926	55.018	2818.944	321.695	4067.922	471.300	5072.493	908.408
9.910986	5	568.865	86.665	1011.942	59.777	2770.264	524.467	4057.555	483.920	5086.852	944.997
9.920986	4	571.239	93.662	1030.835	69.016	2782.190	423.783	4196.074	565.868	--undefined--	--undefined--
9.930986	4	573.858	104.629	1050.271	80.146	2800.254	204.587	4335.104	495.892	--undefined--	--undefined--
9.940986	4	577.525	113.490	1066.284	81.943	2814.967	175.473	4343.752	530.372	--undefined--	--undefined--
9.950986	5	581.013	109.459	1089.394	71.141	2786.844	231.377	4250.997	583.557	4913.458	969.980
9.960986	5	585.727	116.797	1129.453	73.494	2729.165	249.641	4165.997	490.470	5007.607	730.912
9.970986	5	586.503	131.927	1153.299	101.175	2698.573	229.682	4111.941	393.950	4981.504	382.395
9.980986	5	597.516	173.371	1163.496	228.784	2671.471	280.133	4101.471	403.826	4951.396	387.687
9.990986	5	611.820	220.126	1267.714	362.590	2683.059	480.815	4193.442	632.604	5075.192	1123.369
10.000986	4	612.985	231.656	1332.345	355.997	2679.282	419.739	4162.011	330.688	--undefined--	--undefined--
10.010986	4	602.254	197.260	1411.752	224.010	2698.205	247.759	4141.010	235.690	--undefined--	--undefined--
10.020986	4	620.466	211.619	1488.396	177.441	2703.879	248.391	4113.128	189.040	--undefined--	--undefined--
10.030986	4	635.631	202.972	1535.836	135.456	2723.711	226.819	4133.875	263.205	--undefined--	--undefined--
10.040986	4	651.561	216.054	1581.749	116.470	2728.218	238.208	4258.612	462.467	--undefined--	--undefined--
10.050986	4	683.519	235.804	1637.692	158.899	2706.406	237.345	4239.281	517.234	--undefined--	--undefined--
10.060986	4	696.685	190.433	1690.677	149.836	2670.540	205.173	4200.950	451.572	--undefined--	--undefined--
10.070986	4	709.081	158.579	1696.655	130.288	2681.915	281.240	4183.612	386.452	--undefined--	--undefined--
10.080986	4	723.086	160.231	1716.516	132.501	2725.888	348.983	4131.926	328.364	--undefined--	--undefined--
10.090986	5	747.017	164.568	1723.215	182.774	2723.641	389.711	4162.249	442.221	4795.293	1803.859
10.100986	5	765.145	165.187	1686.137	334.283	2634.715	336.265	3915.947	1005.969	4503.809	573.943
10.110986	5	764.532	136.354	1704.901	250.344	2598.932	337.435	3885.934	689.949	4577.522	727.995
10.120986	5	768.291	130.956	1719.962	226.621	2637.466	432.231	3947.104	679.492	4763.320	1353.948
10.130986	5	771.896	134.726	1737.218	291.534	2659.727	411.037	4089.842	823.533	5121.373	2155.537
10.140986	4	766.847	131.328	1707.372	285.333	2618.519	366.986	4107.325	590.105	--undefined--	--undefined--
10.150986	4	763.490	131.764	1695.763	282.750	2592.546	396.354	4051.324	468.161	--undefined--	--undefined--
10.160986	4	762.727	125.309	1711.624	237.271	2652.217	250.540	4081.159	431.889	--undefined--	--undefined--
10.170986	4	754.225	124.925	1702.297	176.674	2666.928	187.074	4102.582	426.817	--undefined--	--undefined--
10.180986	4	747.408	128.551	1724.935	143.935	2690.589	279.513	4075.924	368.891	--undefined--	--undefined--
10.190986	4	740.531	125.806	1727.313	136.276	2710.418	314.211	4208.756	482.332	--undefined--	--undefined--
10.200986	4	729.896	126.652	1700.620	144.709	2703.637	244.819	4271.423	376.258	--undefined--	--undefined--
10.210986	4	708.116	107.038	1662.855	133.375	2724.038	187.075	4226.345	387.031	--undefined--	--undefined--
10.220986	4	693.015	96.749	1660.599	131.121	2760.480	186.679	4207.760	570.639	--undefined--	--undefined--
10.230986	4	675.763	98.927	1662.586	119.863	2768.271	244.256	4341.241	1087.553	--undefined--	--undefined--
10.240986	4	652.292	115.810	1663.627	110.115	2757.151	278.086	4632.849	1119.936	--undefined--	--undefined--
10.250986	4	612.586	133.352	1646.818	111.505	2731.641	300.593	4515.591	709.045	--undefined--	--undefined--
10.260986	4	567.374	131.217	1625.943	110.637	2703.916	465.157	4403.116	538.414	--undefined--	--undefined--
10.270986	4	527.147	137.374	1610.550	128.686	2703.122	904.367	4448.675	568.026	--undefined--	--undefined--
10.280986	4	496.629	156.170	1601.514	133.657	2879.652	659.677	4472.270	319.453	--undefined--	--undefined--
10.290986	4	456.996	158.953	1574.289	179.969	2860.984	499.154	4490.872	676.364	--undefined--	--undefined--
10.300986	4	414.362	297.002	1631.234	394.832	2871.247	583.465	4149.449	639.665	--undefined--	--undefined--
10.310986	4	1770.872	571.459	2869.543	747.921	4206.951	507.789	5214.127	517.504	--undefined--	--undefined--
10.320986	4	1733.792	626.959	2759.055	724.881	4218.630	603.634	5159.941	424.882	--undefined--	--undefined--
