time(s)	nformants	F1(Hz)	B1(Hz)	F2(Hz)	B2(Hz)	F3(Hz)	B3(Hz)	F4(Hz)	B4(Hz)	F5(Hz)	B5(Hz)
10.330986	4	1891.919	659.875	2853.245	732.425	4113.325	1012.153	5172.152	356.555	--undefined--	--undefined--
10.340986	4	1993.406	414.440	2956.924	633.590	4227.083	851.671	5123.014	376.391	--undefined--	--undefined--
10.350986	4	1980.129	375.320	2943.661	659.591	4293.496	1083.860	5126.057	766.469	--undefined--	--undefined--
10.360986	4	1865.465	386.630	2827.324	635.476	3740.121	1305.871	4708.735	600.894	--undefined--	--undefined--
10.370986	4	1879.152	372.784	2865.809	759.218	3852.155	1633.153	4709.350	700.511	--undefined--	--undefined--
10.380986	4	1860.184	370.295	2766.692	757.931	3811.297	1284.305	4786.609	688.510	--undefined--	--undefined--
10.390986	4	1824.712	351.383	2748.545	518.452	3726.865	1097.456	4761.662	559.215	--undefined--	--undefined--
10.400986	4	1829.199	417.030	2683.350	456.526	3608.348	900.222	4672.906	366.949	--undefined--	--undefined--
10.410986	4	1809.098	443.164	2600.091	472.318	3709.009	704.696	4693.593	442.777	--undefined--	--undefined--
10.420986	4	1722.776	546.570	2611.122	526.398	3701.006	795.087	4782.113	516.343	--undefined--	--undefined--
10.430986	4	1751.000	602.808	2808.293	729.511	3555.663	1683.588	4731.032	543.001	--undefined--	--undefined--
10.440986	3	1783.439	416.685	2918.445	287.410	4417.981	631.249	--undefined--	--undefined--	--undefined--	--undefined--
10.450986	3	1887.082	444.370	2845.012	271.473	4314.734	518.087	--undefined--	--undefined--	--undefined--	--undefined--
10.460986	4	1986.187	438.504	2824.580	368.773	4314.634	471.566	5342.571	787.698	--undefined--	--undefined--
10.470986	5	385.957	459.587	1847.824	415.981	2747.298	359.020	4232.443	531.898	5193.477	631.726
10.480986	5	441.543	133.309	1611.890	288.458	2737.687	205.851	4200.900	769.646	5382.674	647.591
10.490986	4	471.134	77.104	1504.451	240.172	2735.871	140.893	4361.427	1075.022	--undefined--	--undefined--
10.500986	5	496.979	60.090	1471.917	204.156	2726.285	153.832	4216.869	801.777	5447.984	697.197
10.510986	5	511.693	62.125	1462.767	183.618	2703.099	292.323	4054.407	492.301	5280.015	771.218
10.520986	4	513.498	83.662	1440.996	202.561	2692.512	487.768	3986.703	295.664	--undefined--	--undefined--
10.530986	4	464.729	136.171	1405.392	262.340	2730.889	649.435	3970.646	214.803	--undefined--	--undefined--
10.540986	4	291.443	83.719	1385.190	362.468	2752.865	642.748	3954.640	320.148	--undefined--	--undefined--
10.550986	4	245.361	80.147	1695.429	770.182	2993.089	681.931	4094.108	823.503	--undefined--	--undefined--
10.560986	4	199.045	143.711	1651.173	662.533	2966.229	793.684	3820.518	722.616	--undefined--	--undefined--
10.570986	4	162.404	282.731	1831.698	715.831	2931.325	945.246	3965.954	989.481	--undefined--	--undefined--
10.580986	4	1549.595	531.501	2361.991	341.775	3643.806	1854.779	4547.311	737.661	--undefined--	--undefined--
10.590986	4	1605.515	548.420	2388.205	276.903	3945.834	1090.091	4650.381	487.045	--undefined--	--undefined--
10.600986	5	294.975	2113.585	1617.284	556.780	2389.952	249.641	3997.570	1018.235	4667.195	478.572
10.610986	4	1602.972	605.205	2385.474	247.242	4204.513	1005.546	4641.997	534.690	--undefined--	--undefined--
10.620986	4	1484.738	1109.085	2388.229	381.558	4348.202	531.755	4679.039	801.022	--undefined--	--undefined--
10.630986	5	363.230	1359.867	2294.977	710.021	2721.900	1670.224	4323.689	532.292	4795.406	606.787
10.640986	4	1263.558	1866.879	2333.925	790.034	4064.610	1112.604	4743.336	538.710	--undefined--	--undefined--
10.650986	5	443.509	849.184	1544.414	711.086	2739.246	977.870	3941.765	858.857	4949.310	672.164
10.660986	5	341.416	752.033	1464.511	656.675	2655.034	839.162	3861.539	778.556	4937.436	661.447
10.670986	5	241.536	814.829	1271.718	704.920	2532.962	803.648	3800.360	739.265	4907.254	702.342
10.680986	5	133.648	1085.039	980.926	327.592	2352.563	501.463	3799.237	491.305	4864.690	935.692
10.690986	5	620.433	627.760	1006.962	250.019	2333.889	359.833	3784.218	622.787	4292.140	559.503
10.700986	5	733.072	310.055	1153.505	193.553	2380.895	256.904	3696.477	552.100	4300.273	440.790
10.710986	5	780.872	271.951	1210.372	138.365	2391.938	212.017	3674.218	360.805	4483.396	681.569
10.720986	5	806.366	249.134	1249.340	144.479	2384.657	258.290	3627.823	270.880	4591.371	723.640
10.730986	5	816.728	215.336	1307.248	138.077	2380.855	259.793	3582.492	372.386	4680.762	998.425
10.740986	5	839.426	228.467	1338.442	140.571	2383.730	397.846	3584.458	524.974	4643.621	1316.986
10.750986	5	846.296	238.249	1350.225	166.150	2430.910	473.284	3599.141	592.532	4687.113	1692.000
10.760986	5	825.884	213.964	1355.245	183.081	2446.800	319.469	3494.966	582.448	4596.658	1306.626
10.770986	5	817.278	195.143	1350.664	166.101	2451.565	248.054	3451.798	738.641	4434.364	700.499
10.780986	5	807.944	161.905	1345.658	121.572	2440.161	258.656	3477.328	550.732	4413.317	756.503
10.790986	5	810.152	152.748	1338.447	115.832	2416.535	243.376	3520.655	366.985	4570.141	1550.621
10.800986	5	809.398	144.725	1331.601	100.998	2412.424	267.756	3534.508	380.013	4649.441	1586.738
10.810986	5	790.064	131.967	1321.639	89.416	2414.069	298.436	3502.548	465.910	4500.645	1167.975
10.820986	5	780.066	121.747	1299.371	90.322	2373.729	336.816	3464.712	426.559	4360.448	941.794
10.830986	5	779.942	115.715	1286.330	82.881	2324.376	353.153	3465.135	372.656	4387.105	1104.236
10.840986	5	780.707	122.053	1273.801	75.872	2325.211	369.328	3497.337	327.028	4692.746	1608.950
10.850986	5	777.651	126.277	1251.496	80.631	2297.616	351.406	3520.919	363.771	4905.308	1672.567
10.860986	5	767.542	118.039	1222.402	81.506	2256.953	340.822	3518.378	399.712	4776.525	1323.460
10.870986	5	756.225	108.977	1188.720	76.118	2227.883	326.919	3513.478	554.875	4547.094	944.168
10.880986	5	743.766	107.355	1150.144	73.214	2203.569	324.603	3496.162	630.103	4450.933	702.332
10.890986	5	731.126	106.775	1117.576	70.911	2212.147	338.642	3554.946	719.233	4450.235	821.456
10.900986	5	716.566	102.423	1084.099	72.520	2206.148	367.965	3654.542	604.186	4672.721	1209.043
10.910986	5	700.454	93.656	1050.174	81.972	2155.265	356.144	3653.021	510.156	4753.837	1322.303
10.920986	5	683.990	89.287	1020.865	93.297	2103.746	324.618	3683.807	491.154	4754.537	1367.130
10.930986	5	669.191	92.512	991.697	101.271	2075.662	259.359	3743.704	441.719	5055.020	1557.875
10.940986	5	657.229	92.130	965.728	102.985	2053.267	243.271	3774.854	510.429	5030.400	1650.882
10.950986	4	649.103	102.343	952.258	108.451	2029.393	229.237	3827.967	586.704	--undefined--	--undefined--
10.960986	4	634.992	100.756	943.849	97.412	1969.193	227.472	3768.689	500.874	--undefined--	--undefined--
10.970986	5	626.197	93.537	939.341	83.266	1925.687	208.295	3678.720	378.089	5128.491	1272.109
10.980986	5	619.070	91.498	937.871	76.585	1904.380	234.042	3690.229	469.832	4642.540	901.294
10.990986	5	616.883	88.836	944.230	71.991	1870.478	194.499	3729.500	629.882	4501.698	802.212
11.000986	5	619.073	82.589	956.925	65.122	1848.919	162.478	3730.797	522.766	4477.413	832.057
11.010986	5	624.199	76.582	972.105	56.391	1835.386	150.345	3779.277	764.438	4366.370	638.857
11.020986	5	631.144	78.149	987.957	56.512	1810.953	213.293	3773.533	771.079	4388.846	401.902
11.030986	5	631.405	73.424	1013.299	51.669	1805.840	180.834	3719.332	470.175	4451.175	452.285
11.040986	5	634.164	62.869	1050.836	39.996	1795.630	159.174	3726.701	448.767	4491.090	611.678
11.050986	5	634.193	62.976	1076.401	40.956	1791.040	178.578	3742.223	524.960	4497.043	547.994
11.060986	5	634.983	77.168	1104.439	68.287	1776.111	150.249	3747.417	546.210	4517.032	527.307
11.070986	5	640.409	76.670	1139.225	75.014	1753.165	134.271	3769.607	590.512	4563.805	421.404
11.080986	5	640.441	79.024	1182.008	86.213	1763.544	148.741	3787.777	552.946	4585.739	357.533
11.090986	5	649.849	70.038	1243.150	86.190	1760.965	135.344	3779.949	527.673	4572.396	422.611
11.100986	5	656.528	67.750	1295.604	76.106	1760.451	154.630	3786.474	348.414	4641.245	464.887
11.110986	5	655.388	77.433	1316.729	105.904	1783.809	203.662	3802.305	486.583	4639.720	532.682
11.120986	5	657.473	88.111	1343.656	181.768	1792.001	230.546	3885.606	971.243	4564.633	506.489
11.130986	5	656.717	78.297	1360.491	159.825	1809.007	168.989	3951.045	802.047	4593.587	597.253
11.140986	5	654.411	79.032	1369.036	183.694	1809.577	175.277	3916.639	511.083	4640.424	569.350
11.150986	5	651.823	93.254	1383.219	280.518	1792.597	242.739	3855.041	342.979	4584.619	423.780
11.160986	5	647.177	84.245	1386.754	241.976	1836.795	169.975	3816.061	344.548	4545.253	399.202
11.170986	5	645.121	76.321	1409.851	210.709	1852.319	146.344	3850.929	483.167	4554.849	515.571
11.180986	5	646.651	83.112	1426.220	222.711	1844.158	183.414	3942.147	539.793	4563.885	636.153
11.190986	5	646.320	83.323	1406.752	221.462	1872.629	156.308	3907.570	569.284	4524.368	542.427
11.200986	5	644.811	84.251	1406.550	228.760	1887.852	148.588	3931.787	703.707	4430.824	643.433
11.210986	5	645.817	96.795	1395.508	255.037	1884.769	179.462	4039.318	1064.614	4295.657	516.264
11.220986	5	647.011	106.662	1349.859	254.144	1896.388	175.588	3942.555	950.869	4356.007	518.205
11.230986	5	644.089	106.261	1319.859	258.192	1890.558	226.241	3895.186	702.983	4420.883	664.431
11.240986	5	633.834	105.878	1291.424	221.560	1898.487	291.380	3862.021	604.148	4419.387	916.341
11.250986	5	613.849	90.200	1238.076	153.308	1964.286	210.463	3838.629	644.094	4265.425	800.946
11.260986	5	590.733	84.632	1173.094	145.791	1968.547	204.628	3723.636	604.028	4269.042	499.132
11.270986	5	564.222	104.938	1108.801	149.197	1983.262	210.113	3676.920	566.994	4346.790	444.658
11.280986	5	528.704	168.791	1077.001	146.734	2029.883	207.413	3716.422	506.931	4522.325	672.474
11.290986	5	447.064	259.337	1057.996	148.864	2051.751	186.590	3755.070	410.246	4674.043	656.720
11.300986	5	345.138	353.294	1047.267	187.811	2068.239	225.528	3811.369	417.964	4688.701	594.186
11.310986	5	221.856	615.839	1042.862	388.780	2126.706	354.611	3797.199	470.136	4721.282	675.925
11.320986	4	1357.704	1746.647	2390.740	1000.179	3636.807	1468.838	4590.575	1603.214	--undefined--	--undefined--
11.330986	4	1710.953	1109.437	2616.220	963.287	3857.738	1500.583	4719.085	2499.536	--undefined--	--undefined--
11.340986	4	1449.812	1385.702	2459.301	1187.082	2821.269	2236.999	4085.385	1399.199	--undefined--	--undefined--
11.350986	5	132.664	903.416	1739.263	1746.026	2518.579	965.329	3896.918	1312.131	4965.792	1889.378
11.360986	5	280.621	485.204	1354.182	921.018	2633.395	598.119	3923.760	621.380	4950.141	879.013
11.370986	5	162.601	770.037	1193.845	627.412	2482.160	634.162	3869.095	483.489	4892.807	673.611
11.380986	5	348.999	783.420	1196.245	523.895	2416.968	526.522	3664.603	576.535	4805.331	613.396
11.390986	5	543.819	465.666	1237.408	389.607	2463.763	466.337	3628.506	462.983	4872.300	758.353
11.400986	5	581.744	238.885	1193.736	232.407	2415.627	412.097	3681.721	359.754	4858.381	874.663
11.410986	5	602.455	138.625	1172.109	217.387	2314.526	434.257	3699.862	301.346	4593.893	939.271
11.420986	5	625.968	104.134	1198.781	230.235	2281.526	448.894	3692.086	281.782	4378.118	798.431
11.430986	5	640.818	80.993	1229.649	185.613	2329.136	294.276	3705.513	360.173	4348.177	511.106
11.440986	5	647.876	72.244	1257.535	147.466	2338.661	268.828	3722.614	366.148	4333.100	383.685
11.450986	5	651.983	76.655	1247.816	163.509	2324.880	322.935	3697.341	363.918	4344.980	276.263
11.460986	5	650.229	100.717	1256.746	204.447	2239.509	585.809	3655.958	458.045	4346.792	272.398
11.470986	5	630.636	153.302	1263.125	248.113	2092.399	995.290	3546.028	575.871	4335.402	343.135
11.480986	5	579.071	182.124	1193.655	241.409	2095.208	941.346	3535.224	446.657	4348.134	688.119
11.490986	5	464.472	200.565	1128.414	206.125	2237.212	460.495	3596.573	520.665	4423.168	675.661
11.500986	5	321.901	135.154	1222.624	355.855	2375.005	161.350	4286.505	2182.224	4326.160	216.829
11.510986	5	299.851	59.111	1397.386	425.532	2373.793	176.872	4367.363	110.051	4554.970	2504.709
11.520986	5	300.859	54.910	1455.238	409.459	2385.204	163.849	4405.466	123.657	4447.357	2605.876
11.530986	5	301.880	52.017	1480.631	376.439	2374.127	147.094	4401.732	220.361	4406.737	2411.391
11.540986	5	302.473	47.168	1485.664	309.246	2357.524	138.970	4251.820	1827.067	4379.041	218.008
11.550986	5	303.668	51.488	1509.791	327.563	2337.744	164.825	4088.136	1478.708	4442.103	165.301
11.560986	5	304.528	56.089	1531.661	366.673	2358.098	196.556	3957.989	1575.870	4478.437	119.529
11.570986	5	304.652	53.780	1541.181	363.374	2353.283	150.633	3882.268	1492.875	4472.583	135.419
11.580986	5	305.305	54.200	1528.185	347.878	2321.337	113.025	3862.044	1361.423	4480.612	214.726
11.590986	5	305.709	57.019	1519.541	364.184	2317.566	157.946	3660.445	1025.667	4528.610	231.639
11.600986	5	307.291	65.366	1511.463	428.289	2334.672	176.974	3652.542	1243.051	4506.828	174.449
11.610986	5	307.919	65.873	1478.905	401.345	2338.513	135.800	3833.513	1591.097	4485.546	153.624
11.620986	5	308.557	70.847	1486.061	360.366	2321.472	159.650	3750.546	1438.091	4490.414	130.476
11.630986	5	311.065	86.030	1463.013	351.578	2325.250	170.890	3729.115	1247.429	4484.335	109.256
11.640986	5	355.272	242.917	1362.954	405.425	2340.285	292.263	3537.030	1279.869	4480.903	166.178
11.650986	5	525.414	493.084	1432.638	811.254	2201.740	882.351	3198.780	895.750	4536.748	470.000
11.660986	5	664.222	356.656	1940.026	560.083	2006.999	2266.700	3152.118	829.189	4612.447	924.873
11.670986	5	712.342	260.943	2013.123	360.747	2256.328	3650.959	3042.246	715.311	4617.566	582.239
11.680986	4	742.736	252.867	2047.001	268.295	3019.766	604.576	4647.151	460.284	--undefined--	--undefined--
11.690986	4	765.959	246.853	2041.995	284.140	2868.280	428.481	4559.569	703.131	--undefined--	--undefined--
11.700986	4	780.097	231.431	2054.840	287.724	2820.767	346.881	4436.282	682.546	--undefined--	--undefined--
11.710986	4	792.070	231.209	2047.772	278.478	2825.561	368.091	4492.301	645.240	--undefined--	--undefined--
11.720986	4	799.775	223.211	2034.771	336.752	2864.794	459.431	4528.390	806.839	--undefined--	--undefined--
11.730986	4	793.698	220.943	2030.320	421.950	2903.078	564.633	4585.080	996.163	--undefined--	--undefined--
11.740986	4	795.387	229.983	2066.883	602.562	2859.388	612.599	4752.945	892.191	--undefined--	--undefined--
11.750986	4	802.095	223.753	2106.238	543.772	2886.077	549.517	4778.867	740.349	--undefined--	--undefined--
11.760986	4	822.756	207.325	2054.270	288.965	2897.024	423.613	4550.999	656.767	--undefined--	--undefined--
11.770986	4	834.815	211.092	2057.905	258.109	2882.828	407.071	4416.832	569.195	--undefined--	--undefined--
11.780986	4	844.466	212.780	2038.745	218.825	2871.909	426.622	4425.903	618.412	--undefined--	--undefined--
11.790986	4	849.788	208.846	2015.678	196.229	2895.467	463.947	4533.295	801.080	--undefined--	--undefined--
11.800986	4	853.471	190.099	1989.326	284.005	2840.984	317.263	4469.098	772.373	--undefined--	--undefined--
11.810986	4	842.479	191.573	1987.443	392.350	2853.761	330.724	4369.477	474.394	--undefined--	--undefined--
11.820986	4	830.850	186.249	1996.066	389.970	2915.478	372.109	4361.728	441.777	--undefined--	--undefined--
11.830986	4	839.509	193.567	1954.612	381.694	2878.815	347.760	4383.831	471.549	--undefined--	--undefined--
11.840986	4	855.810	199.787	1894.524	303.374	2818.299	230.899	4397.061	543.611	--undefined--	--undefined--
11.850986	4	859.195	224.072	1876.973	321.665	2839.011	300.217	4384.883	461.636	--undefined--	--undefined--
11.860986	4	841.855	247.358	1882.406	417.220	2880.928	771.615	4347.836	598.208	--undefined--	--undefined--
11.870986	4	852.171	251.141	1896.810	333.324	2824.477	429.965	4292.198	445.616	--undefined--	--undefined--
11.880986	4	879.040	252.936	1923.844	223.819	2834.504	263.967	4276.167	449.433	--undefined--	--undefined--
11.890986	4	878.779	257.756	1956.069	212.609	2888.036	306.148	4282.761	642.285	--undefined--	--undefined--
11.900986	4	890.663	235.364	1939.184	224.223	2861.178	225.343	4313.822	383.114	--undefined--	--undefined--
11.910986	4	884.318	231.198	1884.411	185.865	2842.942	171.522	4277.857	273.488	--undefined--	--undefined--
11.920986	4	869.557	237.736	1844.921	168.447	2811.796	173.227	4217.964	264.758	--undefined--	--undefined--
11.930986	4	842.541	250.825	1840.460	145.138	2812.311	117.821	4185.902	431.813	--undefined--	--undefined--
11.940986	4	763.311	330.544	1822.561	175.748	2829.054	110.768	4111.451	873.897	--undefined--	--undefined--
11.950986	4	669.784	388.055	1759.741	204.591	2822.494	117.842	4090.361	868.162	--undefined--	--undefined--
11.960986	4	536.462	482.996	1732.378	263.243	2788.473	173.592	4127.935	872.218	--undefined--	--undefined--
11.970986	4	366.218	253.386	1755.710	314.755	2633.484	224.102	4147.587	711.273	--undefined--	--undefined--
11.980986	4	335.670	127.799	1819.993	292.310	2555.056	161.271	4252.546	544.202	--undefined--	--undefined--
11.990986	4	332.392	116.890	1895.352	321.792	2549.323	154.510	4255.746	432.000	--undefined--	--undefined--
12.000986	4	329.270	116.106	1936.169	330.369	2572.742	155.111	4262.645	631.760	--undefined--	--undefined--
12.010986	4	327.865	125.390	1967.237	289.143	2591.288	163.213	4235.371	685.723	--undefined--	--undefined--
12.020986	4	325.791	130.850	2007.722	327.016	2583.709	216.719	4246.265	657.496	--undefined--	--undefined--
